조사년도,해역,연안명칭,수온표층,염분표층,수소이온농도(ph) 표층,용존산소량(표층),화학적산소요구량 표층,암모니아질소 표층,아질산성 질소 표층,질산성질소 표층,용존무기질소 표층,총질소 표층,용존무기인 표층,총인 표층,규산규소 표층,부유물질 표층,클로로필 표층,투명도 표층,지역
2020,남해,남해도남안,17.48,32.11,8.25,9.28,1.79,5.94,3.9,31.42,41.25,179.81,7.22,25.32,262.63,8.87,4.92,3.47,경남
2020,남해,광양만,17.42,28.45,8.11,8.72,2.12,39.45,12.81,136.81,189.07,340.63,19.75,42.64,721.95,12.5,7.91,2.12,전남
2020,남해,여수연안,16.61,31.52,8.13,8.48,1.72,19.7,8.87,61.74,90.31,229.89,13.58,29.94,450.56,9.14,6.43,2.53,전남
2020,남해,가막만,17.05,31.87,8.25,9.45,2.42,16.26,3.87,30.25,50.37,197.96,9.26,30.3,349.41,14.81,5.71,2.86,전남
2020,남해,여자만,17.07,29.94,8.18,9.63,2.45,27.95,5.39,29.41,62.75,254.83,9.12,41.37,467.91,23.01,9.95,1.67,전남
2020,남해,고흥연안,16.86,32.59,8.13,8.73,1.33,9.84,7.5,44.01,61.36,180.06,9.87,28.83,361.74,20.08,2.57,2.05,전남
2020,남해,득량만,16.73,31.12,8.1,8.68,1.76,24.21,5.74,37.7,67.66,221.16,12.66,38.68,402.0,20.4,5.96,1.53,전남
2020,제주,제주연안,19.16,32.93,8.36,8.51,1.02,9.64,2.05,55.37,67.06,164.85,6.4,15.66,338.3,8.58,1.26,7.24,제주
2020,제주,조천연안,18.95,32.99,8.37,8.22,1.45,11.4,1.86,34.7,47.96,153.62,6.52,13.91,189.32,8.53,1.21,9.79,제주
2020,제주,성산연안,19.71,33.33,8.37,8.18,1.07,3.85,1.98,21.67,27.5,121.95,4.8,11.71,134.54,9.67,1.44,9.0,제주
2020,제주,표선연안,20.53,33.5,8.38,8.3,1.45,9.55,1.84,18.97,30.36,134.23,4.46,13.33,147.04,9.11,1.99,9.01,제주
2020,제주,서귀포연안,20.94,33.55,8.43,8.11,1.41,5.76,1.68,25.73,33.17,128.42,3.91,12.34,169.4,8.88,1.19,8.76,제주
2020,제주,대정연안,20.04,33.7,8.37,8.31,1.22,10.88,1.71,29.05,41.64,131.74,5.54,13.4,159.81,7.6,1.25,8.87,제주
2020,제주,한림연안,19.24,33.59,8.36,7.78,1.18,10.59,2.08,32.39,45.06,146.21,5.56,14.15,168.25,8.28,1.59,7.06,전남
2020,남해,완도연안,16.44,32.89,8.09,8.76,1.61,9.41,5.41,63.77,78.58,194.38,11.97,26.98,230.18,7.7,0.65,2.04,전남
2020,남해,도암만,17.05,31.04,8.03,9.27,1.72,15.43,4.93,49.65,70.01,241.42,10.25,34.22,271.84,12.5,2.21,1.27,전남
2020,남해,진도연안,16.1,32.66,8.07,8.9,1.59,3.84,2.93,83.1,89.87,218.28,12.06,33.79,254.5,32.64,0.9,1.02,전남
2020,서해,해남만,16.15,28.18,8.13,9.53,1.77,13.47,11.21,145.59,170.27,327.51,9.52,25.92,336.01,11.11,4.11,2.25,전남
2020,서해,목포연안,16.37,29.01,8.08,9.09,1.93,21.31,15.82,211.08,248.2,387.09,15.09,34.44,400.17,20.17,3.85,1.85,전남
2020,서해,신안연안,15.94,31.46,8.08,8.85,1.33,4.44,7.38,141.88,153.7,265.25,15.51,37.16,358.73,43.17,4.29,1.06,전남
2020,서해,무안연안,16.76,30.19,8.05,9.25,1.7,11.58,11.58,158.68,181.84,342.88,15.89,36.26,403.89,32.02,2.85,1.16,전남
2020,서해,함평연안,17.04,30.5,7.96,9.83,2.09,10.46,9.07,106.18,125.71,322.64,18.36,49.9,303.87,33.58,1.97,0.74,전남
2020,서해,고창연안,16.5,30.98,8.16,9.74,2.7,7.66,2.62,38.82,49.1,256.5,9.39,50.24,186.0,150.19,7.91,1.26,전북
2020,서해,전주포연안,15.93,29.98,8.21,9.88,2.34,12.87,3.53,31.04,47.45,236.29,5.69,29.25,135.77,17.1,6.7,3.14,전북
2020,서해,군산연안,15.58,26.47,8.13,9.5,2.36,48.93,8.88,181.1,238.91,441.29,12.97,40.39,389.48,19.1,6.69,2.16,전북
2020,서해,보령연안,15.65,28.84,8.06,9.57,2.32,13.09,6.16,96.64,115.89,310.42,6.87,27.66,232.67,12.11,4.72,2.58,충남
2020,서해,천수만,15.52,29.35,8.13,9.44,2.12,39.09,8.98,101.67,149.73,327.62,13.85,32.84,271.25,11.61,3.71,2.73,충남
2020,서해,태안연안,14.47,30.84,8.09,9.08,1.74,13.26,4.92,81.43,99.61,259.16,12.12,30.24,216.59,17.43,2.2,3.23,충남
2020,서해,가로림연안,13.75,31.08,8.04,8.77,1.76,13.4,8.88,125.09,147.37,286.93,19.13,37.13,262.48,25.43,1.41,1.81,충남
2020,서해,대산연안,13.71,30.73,8.03,8.68,1.98,13.73,16.74,140.62,171.09,326.67,20.68,37.1,305.01,20.96,1.7,1.59,충남
2020,서해,아산연안,14.22,28.82,8.04,8.64,2.27,53.37,21.18,217.79,292.34,465.17,26.8,48.25,480.67,21.08,2.72,1.55,충남
2020,서해,인천연안,14.23,28.59,8.03,8.78,2.26,82.72,19.77,299.54,402.03,604.07,31.07,58.6,524.19,42.39,3.38,1.26,인천
2020,서해,시화호,14.42,28.62,8.18,9.6,2.59,74.14,12.59,124.18,210.91,470.67,18.01,51.45,356.57,6.65,5.99,1.61,인천
2020,동해,거진항,15.69,31.73,8.16,9.17,1.9,36.9,2.58,79.54,119.01,213.27,13.8,31.26,367.05,5.98,3.81,2.5,강원
2020,동해,속초항,16.91,30.69,8.16,9.1,1.63,26.17,2.13,54.26,82.55,141.72,7.63,22.12,219.6,5.01,2.86,4.58,강원
2020,동해,주문진항,16.7,31.34,8.12,8.53,1.56,48.97,2.27,51.42,102.66,222.95,13.97,30.57,204.96,9.13,2.01,2.6,강원
2020,동해,묵호항,16.96,31.95,8.18,9.58,1.3,25.14,3.79,83.09,112.02,212.2,9.28,21.51,251.85,7.65,3.35,4.65,강원
2020,동해,삼척항,17.84,32.43,8.18,8.91,1.62,24.67,3.02,62.58,90.27,170.15,7.9,20.07,220.51,8.03,1.75,4.65,강원
2020,동해,죽변항,15.85,33.08,8.17,9.34,1.7,14.4,1.74,53.92,70.06,141.37,8.12,23.48,294.45,4.82,2.3,4.65,경북
2020,동해,후포항,16.69,33.02,8.17,9.23,1.54,12.24,1.98,50.68,64.9,128.39,7.8,18.99,208.98,4.73,1.42,4.15,경북
2020,동해,축산항,17.25,33.65,8.26,9.35,1.44,21.68,1.25,42.46,65.38,125.73,6.11,16.79,154.73,5.75,0.7,6.45,경북
2020,동해,강구항,18.14,32.76,8.26,9.61,1.45,5.13,2.45,66.94,74.52,172.57,8.06,18.12,276.96,5.55,1.5,3.25,경북
2020,동해,포항 구항,16.96,32.51,8.1,9.73,0.86,23.73,3.71,74.67,102.11,231.96,9.69,26.38,250.14,10.6,1.79,2.9,경북
2020,동해,구룡포항,16.78,32.75,8.18,9.26,2.41,18.82,1.79,46.28,66.88,161.98,8.15,25.98,264.11,11.0,3.8,4.4,경북
2020,동해,감포항,16.52,33.03,8.13,8.3,1.67,32.8,1.69,42.67,77.17,205.29,10.18,29.61,298.61,9.1,3.19,3.8,경북
2020,남해,울산항,17.43,26.58,7.96,7.24,1.73,77.73,10.23,187.25,275.21,362.53,32.26,48.24,679.69,7.17,2.3,2.7,울산
2020,남해,대변항,19.44,33.03,8.13,8.72,1.6,26.73,3.56,50.77,81.07,200.54,13.92,32.8,306.0,17.73,2.83,3.5,부산
2020,남해,부산항,18.21,32.46,8.15,9.48,1.8,43.7,4.58,66.19,114.47,240.48,13.39,31.39,333.35,5.62,3.25,3.99,부산
2020,남해,신항,15.65,31.52,8.13,9.73,1.61,30.6,6.17,91.34,128.11,276.66,11.59,33.84,415.3,10.65,5.07,1.75,경남
2020,남해,마산항,17.63,23.12,8.34,9.93,4.16,79.43,13.95,96.88,190.26,543.05,11.13,62.88,1089.17,23.79,15.46,1.9,경남
2020,남해,옥포항,17.04,31.16,8.13,8.67,2.09,32.09,7.83,108.1,148.01,263.31,11.66,29.36,400.18,8.71,4.72,2.85,경남
2020,남해,삼덕항,17.04,32.41,8.09,9.49,2.04,47.49,2.99,41.77,92.25,189.4,10.5,32.24,306.06,8.88,7.57,3.48,경남
2020,남해,삼천포항,15.84,28.01,7.95,8.58,1.93,35.57,7.08,98.65,141.3,240.65,15.02,33.77,738.91,9.51,1.17,1.33,경남
2020,남해,광 양 만,17.84,26.5,8.02,8.48,2.53,31.69,17.65,152.92,202.27,364.85,30.78,66.54,933.79,12.68,14.8,1.05,충남
2020,남해,여수신항,15.72,29.68,8.07,7.74,1.48,15.75,15.57,105.96,137.27,248.83,20.21,32.37,713.51,8.42,6.77,1.68,전남
2020,남해,제주항,20.19,32.74,8.18,8.29,0.93,11.47,2.16,164.92,178.55,286.56,12.49,24.48,799.83,12.28,1.13,4.2,제주
2020,남해,성산항,19.37,32.55,8.44,9.19,2.29,16.03,2.79,109.05,127.87,243.02,7.66,21.68,682.02,16.13,2.35,2.35,제주
2020,남해,서귀포항,21.4,32.13,8.41,8.67,2.01,25.14,2.95,300.02,328.12,513.07,10.01,29.23,1471.95,14.61,4.26,3.63,제주
2020,남해,한림항,19.84,32.99,8.33,8.09,0.98,20.11,2.11,145.4,167.63,265.27,8.02,20.66,233.3,11.24,3.06,1.75,전남
2020,남해,완도항,16.31,32.74,8.01,8.9,1.27,12.77,3.0,62.47,78.24,192.09,11.56,25.79,286.73,9.8,0.65,1.5,전남
2020,서해,목포항,16.54,27.48,8.16,10.12,2.28,17.27,17.31,221.49,256.07,440.04,12.02,35.8,467.69,13.34,8.1,1.75,전남
2020,서해,대천항,15.39,25.64,7.96,9.33,2.21,59.83,11.45,329.41,400.69,536.46,14.09,27.51,702.28,15.0,3.77,2.75,충남
2020,서해,평택항,14.09,24.17,8.05,9.19,2.77,113.94,31.56,461.44,606.94,854.91,32.1,63.86,750.37,24.45,11.0,1.0,경기
2020,서해,인천항,14.84,23.28,7.93,8.02,2.21,254.88,29.32,517.98,802.17,1278.93,62.16,87.65,882.97,8.25,1.86,1.75,인천
2020,서해,섬진강,16.76,20.94,7.98,9.13,2.46,38.84,11.51,549.71,600.05,758.01,11.7,31.61,1890.13,9.43,9.33,1.97,전북
2020,서해,낙동강하구,16.93,19.44,7.87,8.97,3.41,68.39,18.66,880.51,967.55,1207.51,24.02,42.37,1466.05,13.17,4.33,1.58,부산
2020,연안,진해만,17.34,31.17,8.02,9.18,2.12,19.34,2.44,12.27,34.05,193.79,7.13,26.47,290.59,6.51,4.1,4.6,경남
2020,특별관리,진해만,16.89,31.34,8.2,8.9,2.55,50.53,9.01,45.37,104.91,299.54,8.83,30.74,354.95,7.08,6.52,3.26,경남
2021,동해,거진연안,16.15,33.59,8.25,8.98,1.32,2.4,2.47,40.97,45.83,153.15,6.85,17.76,165.8,6.48,1.64,8.88,강원
2021,동해,속초연안,15.93,33.65,8.24,8.92,1.33,2.74,2.56,40.31,45.61,151.83,6.85,16.77,168.67,7.89,1.51,9.53,강원
2021,동해,양양연안,16.06,33.73,8.24,8.65,1.46,5.45,2.35,25.49,33.29,167.54,6.48,16.56,150.24,7.19,1.33,10.44,강원
2021,동해,주문진연안,15.66,33.86,8.22,9.11,1.41,5.78,2.38,38.8,46.97,159.35,6.96,16.17,157.74,6.82,1.39,9.45,강원
2021,동해,강릉연안,16.04,33.9,8.2,8.76,1.31,2.93,2.69,44.38,50.0,139.05,7.98,16.68,168.87,7.33,1.1,10.95,강원
2021,동해,동해연안,16.77,33.84,8.24,8.8,1.49,2.38,2.23,37.94,42.55,120.37,7.28,18.11,168.12,6.28,1.65,10.97,강원
2021,동해,삼척연안,17.2,33.56,8.27,8.99,1.2,4.75,2.19,28.33,35.27,119.68,6.78,17.58,172.97,6.19,1.44,9.63,강원
2021,동해,죽변연안,15.56,33.97,8.21,8.9,1.15,7.25,2.23,50.63,60.1,141.53,8.64,22.48,212.53,6.47,1.77,9.97,경북
2021,동해,후포연안,17.22,33.65,8.27,8.99,1.14,4.1,2.21,44.64,50.95,143.48,7.27,19.02,179.69,6.33,1.17,9.94,경북
2021,동해,축산연안,17.31,33.29,8.28,8.86,1.22,4.1,2.29,39.24,45.61,145.59,6.68,18.92,206.89,6.98,1.7,9.19,경북
2021,동해,강구연안,16.51,33.27,8.3,8.96,1.25,4.7,2.41,52.04,59.15,148.08,7.34,17.52,223.46,5.21,1.56,7.88,경북
2021,동해,월포연안,15.42,33.88,8.2,9.01,1.14,2.42,2.61,39.01,44.03,153.94,6.94,20.15,219.1,7.48,2.2,7.44,경북
2021,동해,영일만,17.09,33.49,8.23,8.73,1.37,10.15,3.65,57.5,71.3,182.13,9.62,22.97,257.16,5.15,2.03,5.22,경북
2021,동해,구룡포연안,17.76,33.37,8.24,8.71,1.15,6.84,3.36,40.19,50.39,136.93,7.84,17.12,199.64,5.15,1.81,7.63,경북
2021,동해,감포연안,17.92,33.36,8.2,8.46,1.32,5.89,4.13,47.98,58.0,138.59,9.55,20.82,230.31,8.48,1.92,5.94,경북
2021,남해,울산연안,16.99,32.22,8.14,7.59,1.49,63.32,10.19,145.07,218.58,325.88,20.35,34.07,423.54,8.09,2.42,3.42,울산
2021,남해,온산연안,17.29,32.73,8.18,8.01,1.34,29.57,7.72,129.15,166.44,285.93,15.27,29.51,372.24,8.4,2.41,3.68,울산
2021,남해,기장연안,18.12,33.28,8.11,7.88,1.12,7.26,4.32,70.81,82.39,183.51,10.26,22.57,303.0,8.3,1.58,3.76,부산
2021,남해,부산연안,17.88,33.11,8.09,7.92,1.26,23.8,6.58,98.24,128.62,222.06,15.49,28.28,327.39,7.12,2.19,3.6,부산
2021,남해,낙동강하구,17.54,32.78,8.17,8.05,1.29,3.51,4.76,49.86,58.13,178.86,7.06,20.64,230.8,9.24,2.87,4.41,부산
2021,남해,행암만,18.11,32.13,8.28,10.03,3.21,23.93,2.15,18.24,44.32,301.9,4.84,41.67,245.12,18.06,11.96,2.31,경남
2021,남해,마산만,17.41,31.51,8.15,7.82,2.72,42.32,5.62,42.72,90.66,312.52,11.96,44.27,354.41,14.81,7.94,2.75,경남
2021,남해,진해만,17.45,31.92,8.16,8.45,1.87,11.85,2.93,23.6,38.38,201.12,5.03,24.18,270.46,6.76,3.79,4.8,경남
2021,남해,거제도동안,18.33,32.8,8.2,8.62,1.53,4.07,2.61,24.85,31.51,162.94,5.4,20.68,175.29,8.38,2.25,5.31,경남
2021,남해,거제도남안,18.12,33.2,8.08,7.99,1.38,7.35,4.15,43.16,54.66,179.78,11.55,24.92,281.59,11.07,2.07,5.07,경남
2021,남해,통영연안,18.0,32.83,8.06,8.19,1.7,12.93,5.04,40.97,58.94,203.8,11.12,29.44,292.9,10.98,2.92,3.83,경남
2021,남해,통영외안,18.04,33.2,8.13,8.34,1.58,2.34,3.3,36.28,41.92,146.31,7.68,21.05,213.06,11.22,1.73,5.38,경남
2021,남해,고성자란만,18.51,32.73,8.04,8.38,1.5,9.14,1.61,18.65,29.39,165.31,8.42,25.53,260.09,8.17,1.87,5.06,경남
2021,남해,사천연안,18.01,32.79,8.09,8.04,1.95,8.14,3.56,20.85,32.55,186.77,9.98,24.28,226.26,11.66,2.09,3.83,경남
2021,남해,진주만,18.42,32.12,8.02,7.92,1.98,10.19,5.32,18.12,33.62,209.9,12.33,35.24,383.96,9.25,4.9,1.88,경남
2021,남해,남해도남안,18.47,32.99,8.14,8.21,1.17,5.15,4.0,33.88,43.03,146.75,6.12,18.83,195.23,8.08,1.55,4.37,경남
2021,남해,광양만,18.42,31.73,8.13,8.22,1.99,25.41,12.88,45.69,83.99,239.48,15.54,39.13,312.12,9.76,3.64,2.45,전남
2021,남해,여수연안,18.12,32.35,8.13,8.55,1.83,9.55,9.21,28.09,46.84,181.36,9.5,26.88,222.3,9.55,3.12,3.68,전남
2021,남해,가막만,18.2,32.64,8.13,8.4,1.63,16.46,4.75,24.5,45.71,175.84,8.04,26.13,256.84,12.38,2.6,3.2,전남
2021,남해,여자만,18.27,31.55,8.06,8.68,2.6,9.66,2.56,25.67,37.87,225.29,11.09,47.04,490.08,39.18,4.73,1.08,전남
2021,남해,고흥연안,17.75,32.71,8.12,8.4,1.45,5.6,8.74,38.38,52.71,159.96,9.58,24.72,277.51,31.4,1.71,2.38,전남
2021,남해,득량만,17.77,32.08,8.12,8.54,1.59,8.8,9.82,28.05,46.66,164.38,12.99,28.52,324.97,25.01,2.04,2.69,전남
2021,제주,제주연안,19.46,33.27,8.21,8.42,0.98,14.27,2.75,36.48,53.5,142.57,5.05,13.18,176.03,30.96,1.28,9.97,제주
2021,제주,조천연안,19.22,33.32,8.21,8.42,1.08,7.51,2.93,36.74,47.19,154.89,5.35,13.49,137.59,27.92,1.84,9.67,제주
2021,제주,성산연안,19.16,33.57,8.22,8.83,1.2,13.06,2.41,27.45,42.93,140.23,4.11,11.61,133.1,25.66,1.13,10.19,제주
2021,제주,표선연안,19.44,33.54,8.25,8.88,1.3,8.57,2.58,37.08,48.23,165.41,5.09,15.63,195.97,25.46,2.04,9.5,제주
2021,제주,서귀포연안,19.73,33.61,8.21,8.95,1.21,6.89,2.58,56.32,65.79,150.43,4.69,10.95,260.36,26.1,1.26,10.88,제주
2021,제주,대정연안,19.31,33.66,8.16,8.51,0.99,15.26,2.88,42.31,60.45,159.36,5.69,12.47,152.71,28.69,1.13,11.25,제주
2021,제주,한림연안,19.23,33.52,8.18,8.64,1.22,18.62,3.01,50.39,72.02,148.31,7.15,13.03,191.5,26.28,0.61,10.44,전남
2021,남해,완도연안,17.14,32.68,8.16,8.16,1.3,19.38,5.61,59.94,84.93,195.6,13.4,26.49,309.21,9.28,0.91,2.57,전남
2021,남해,도암만,17.99,30.97,8.08,8.42,1.95,55.32,7.73,89.72,152.77,323.36,25.53,48.06,711.4,10.63,3.95,1.39,전남
2021,남해,진도연안,16.78,32.17,8.09,8.51,1.65,12.5,3.98,81.94,98.43,217.69,13.17,30.41,311.59,24.31,1.38,1.37,전남
2021,남해,신항연안,17.18,32.49,8.1,7.49,1.91,32.84,7.94,67.03,107.79,250.7,15.8,31.78,277.83,11.56,2.29,1.84,경남
2021,서해,해남만,17.27,29.14,8.0,9.07,1.56,22.08,11.01,162.39,195.48,337.08,15.57,30.87,270.71,12.78,2.31,1.83,전남
2021,서해,목포연안,17.26,28.38,7.94,8.74,1.88,53.66,23.94,359.89,437.51,637.91,15.59,36.95,361.8,15.7,2.3,1.62,전남
2021,서해,신안연안,16.68,31.59,7.95,8.6,1.62,14.11,4.9,90.78,109.8,257.86,14.57,34.06,265.95,57.88,1.04,0.99,전남
2021,서해,무안연안,17.19,31.02,7.95,8.57,1.69,28.33,9.23,113.16,150.73,262.95,15.57,36.41,325.94,44.8,1.67,1.05,전남
2021,서해,함평연안,15.76,31.31,8.09,8.77,1.83,36.74,4.89,78.77,120.4,261.02,16.78,36.84,332.31,23.95,1.74,1.44,전남
2021,서해,고창연안,16.6,31.26,7.86,8.97,2.03,29.46,5.09,54.0,88.55,260.97,13.42,39.22,257.66,52.4,2.48,1.04,전북
2021,서해,전주포연안,15.34,30.96,7.95,9.25,1.97,16.87,7.81,50.22,74.91,258.95,11.61,34.46,218.51,11.64,2.81,2.51,전북
2021,서해,군산연안,15.86,29.11,7.87,9.08,2.47,50.06,12.84,165.49,228.39,423.18,18.08,42.6,332.22,19.62,2.68,1.72,전북
2021,서해,보령연안,15.18,31.45,7.92,8.63,1.45,12.93,7.29,56.49,76.72,236.64,14.82,28.53,253.08,14.95,2.05,2.03,충남
2021,서해,천수만,15.37,31.29,7.88,9.4,2.06,16.3,5.15,33.52,54.96,232.54,14.21,37.26,288.07,15.51,4.25,1.79,충남
2021,서해,태안연안,14.19,31.49,7.82,9.1,1.67,7.91,3.33,81.37,92.6,243.43,14.62,30.87,254.54,16.63,1.58,2.28,충남
2021,서해,가로림연안,13.46,31.3,7.97,8.99,1.7,11.2,4.02,115.47,130.69,255.87,17.66,30.45,274.27,16.7,1.36,1.75,충남
2021,서해,대산연안,13.22,30.94,7.95,9.18,1.63,15.16,5.35,136.77,157.25,285.31,18.22,32.42,247.04,14.32,1.38,2.17,충남
2021,서해,아산연안,13.5,30.41,7.99,8.86,1.7,23.18,9.06,165.21,197.45,363.64,20.13,36.97,282.63,9.51,2.23,2.21,충남
2021,서해,인천연안,13.64,30.03,7.95,9.11,1.8,57.58,11.0,240.75,309.32,470.69,23.89,47.51,351.24,18.06,2.57,1.56,인천
2021,서해,시화호,14.2,28.84,8.07,8.7,2.18,77.67,16.97,233.41,328.05,509.64,34.5,57.57,596.81,14.0,3.49,1.77,인천
2021,동해,거진항,16.07,33.1,8.22,9.32,1.45,28.45,2.18,31.61,62.24,157.86,9.16,18.54,165.06,9.88,0.44,5.0,강원
2021,동해,속초항,15.63,33.42,8.19,8.63,1.38,9.79,1.81,27.75,39.34,173.34,6.6,19.14,112.15,11.35,2.48,4.63,강원
2021,동해,주문진항,15.33,33.56,8.13,9.03,1.79,51.93,2.96,48.45,103.33,311.87,20.91,35.11,192.6,6.95,0.94,4.75,강원
2021,동해,묵호항,17.49,33.58,8.2,8.19,1.44,20.53,2.77,39.66,62.95,204.13,12.16,20.09,199.65,8.14,1.93,7.25,강원
2021,동해,삼척항,18.01,33.36,8.19,8.13,1.52,21.64,2.39,39.47,63.5,213.66,11.85,22.92,243.41,7.83,1.31,4.75,강원
2021,동해,죽변항,19.49,32.79,8.2,8.13,1.16,4.76,1.88,28.05,34.69,163.49,10.31,18.65,263.13,8.85,1.22,6.75,경북
2021,동해,후포항,18.81,32.71,8.24,8.38,1.21,10.17,2.01,41.82,54.0,189.01,10.56,21.42,273.11,9.38,1.55,4.25,경북
2021,동해,축산항,18.12,32.98,8.28,8.37,1.04,6.37,1.88,28.51,36.76,136.72,8.71,15.47,194.24,3.83,0.65,8.25,경북
2021,동해,강구항,17.85,30.18,8.28,8.41,1.64,3.58,1.95,36.91,42.44,146.82,9.19,14.94,221.35,28.58,0.83,8.5,경북
2021,동해,포항 구항,17.44,33.15,8.21,8.7,1.29,34.79,4.41,84.96,124.17,248.1,16.0,31.03,355.64,7.1,4.31,2.85,경북
2021,동해,구룡포항,18.13,32.17,8.21,7.98,1.54,33.24,4.48,68.36,106.07,223.45,11.8,24.29,316.09,8.3,3.38,4.25,경북
2021,동해,감포항,18.49,32.79,8.21,8.93,1.17,14.53,2.96,38.98,56.47,191.13,12.42,21.64,208.05,7.9,1.35,4.5,경북
2021,남해,울산항,16.36,30.22,8.0,6.43,1.72,117.28,14.39,263.71,395.38,513.77,28.71,51.09,722.47,6.55,2.09,2.25,울산
2021,남해,대변항,19.95,32.56,7.95,6.94,1.94,51.41,4.81,72.83,129.05,228.17,18.62,35.82,326.48,8.85,1.44,2.6,부산
2021,남해,부산항,19.9,32.49,8.02,7.61,1.75,37.45,4.65,51.62,93.72,213.13,11.81,31.17,218.02,6.42,2.85,3.53,부산
2021,남해,신항,18.07,32.08,8.18,8.44,1.53,8.52,4.31,117.32,130.15,219.55,11.97,31.19,355.47,10.85,2.55,1.6,경남
2021,남해,마산항,17.65,31.16,8.16,8.5,3.42,37.41,0.8,6.37,44.58,319.67,10.59,43.83,142.94,12.7,8.14,2.2,경남
2021,남해,옥포항,20.34,31.65,8.03,8.58,1.9,41.52,4.53,64.05,110.1,205.12,11.25,24.52,204.4,7.94,3.29,2.93,경남
2021,남해,삼덕항,18.52,32.84,8.04,8.13,1.85,20.93,3.63,51.82,76.38,186.25,11.52,30.05,239.13,6.98,3.64,3.73,경남
2021,남해,삼천포항,17.88,32.56,8.08,7.81,1.88,9.46,3.73,39.62,52.81,161.22,8.94,25.09,183.25,7.08,1.32,3.75,경남
2021,남해,광 양 만,19.26,31.38,8.14,8.36,2.69,8.32,5.54,25.2,39.06,242.84,22.34,50.95,206.09,8.0,3.02,3.3,충남
2021,남해,여수신항,19.28,31.49,8.07,9.22,2.47,18.43,1.18,9.95,29.56,221.15,2.84,27.15,64.9,10.06,3.01,4.17,전남
2021,남해,제주항,20.75,32.64,8.24,7.59,1.2,5.72,3.08,53.87,62.67,117.47,5.19,11.24,170.8,22.5,1.13,8.05,제주
2021,남해,성산항,20.58,32.42,8.3,9.19,1.6,12.29,4.17,59.86,76.31,185.48,5.32,19.41,192.53,24.13,2.54,3.5,제주
2021,남해,서귀포항,19.63,31.93,8.19,8.84,1.16,15.13,5.16,649.82,670.1,811.71,17.72,30.59,1454.52,17.84,1.4,6.88,제주
2021,남해,한림항,19.76,32.65,8.3,9.34,1.7,23.27,3.91,170.22,197.39,585.26,5.11,19.46,210.85,28.14,3.0,3.5,전남
2021,남해,완도항,18.19,31.5,8.03,7.61,1.86,30.94,8.87,67.99,107.8,241.0,14.63,31.7,255.47,9.47,1.85,1.75,전남
2021,서해,목포항,17.14,27.95,8.06,9.34,1.52,63.11,21.38,260.73,345.22,463.49,15.62,35.24,314.44,8.4,2.51,2.38,전남
2021,서해,대천항,15.82,31.35,7.95,8.79,1.5,36.45,3.46,28.06,67.96,268.0,16.65,27.64,294.83,7.0,1.17,2.65,충남
2021,서해,평택항,15.18,28.95,8.14,10.74,2.49,27.94,8.47,78.52,114.92,491.84,21.78,44.24,124.95,12.2,8.34,2.2,경기
2021,서해,인천항,15.5,28.78,7.93,8.25,2.29,275.58,25.42,374.02,675.02,746.25,40.46,55.06,640.98,12.0,2.5,1.2,인천
2021,서해,섬진강,18.25,24.15,8.03,8.04,2.38,79.86,15.3,420.34,515.5,662.67,23.24,42.14,1323.27,11.32,4.22,2.17,전북
2021,남해,낙동강하구,17.82,23.47,8.23,8.88,2.58,73.97,29.06,569.82,672.83,830.17,12.69,33.19,487.59,9.59,5.38,2.01,부산
