GEOM,STD_YR,SIDO_NM,SGG_NM,BBCH_NM,LA,LO,TURIST_VARTION_VAL,JLYFS_APRT
POINT (128.918478 37.794867),2016,강원,강릉시,강문,37.794867,128.918478,779,63.64
POINT (128.9102206 37.80345579),2016,강원,강릉시,경포,37.80345579,128.9102206,-537994,63.64
POINT (129.0434453 37.6395086),2016,강원,강릉시,금진,37.6395086,129.0434453,-770,63.64
POINT (128.9529874 37.7655509),2016,강원,강릉시,남항진,37.7655509,128.9529874,-4308,63.64
POINT (129.0626627 37.605498),2016,강원,강릉시,도직,37.605498,129.0626627,-361,63.64
POINT (129.0243271 37.6892008),2016,강원,강릉시,등명,37.6892008,129.0243271,-574,63.64
POINT (128.8988879 37.8126601),2016,강원,강릉시,사근진,37.8126601,128.8988879,-780,63.64
POINT (128.8664103 37.82181),2016,강원,강릉시,사천,37.82181,128.8664103,8577,63.64
POINT (128.8684982 37.8435195),2016,강원,강릉시,사천진,37.8435195,128.8684982,11931,63.64
POINT (128.9377878 37.780263),2016,강원,강릉시,송정,37.780263,128.9377878,2772,63.64
POINT (128.8937062 37.8164765),2016,강원,강릉시,순긋,37.8164765,128.8937062,-2066,63.64
POINT (128.9481146 37.77218875),2016,강원,강릉시,안목,37.77218875,128.9481146,-8555,63.64
POINT (128.9735947 37.7252279),2016,강원,강릉시,안인,37.7252279,128.9735947,-11497,63.64
POINT (128.8530771 37.8580844),2016,강원,강릉시,연곡,37.8580844,128.8530771,-45075,63.64
POINT (128.9833 37.7418432),2016,강원,강릉시,염전,37.7418432,128.9833,-7135,63.64
POINT (128.8449746 37.8689423),2016,강원,강릉시,영진,37.8689423,128.8449746,-12934,63.64
POINT (129.0476729 37.6274136),2016,강원,강릉시,옥계,37.6274136,129.0476729,-18540,63.64
POINT (129.032672 37.691459),2016,강원,강릉시,정동진,37.691459,129.032672,-108096,63.64
POINT (128.8173053 37.9098331),2016,강원,강릉시,주문진,37.9098331,128.8173053,-67193,63.64
POINT (128.8718901 37.8441613),2016,강원,강릉시,하평,37.8441613,128.8718901,16006,63.64
POINT (128.4996952 38.3680473),2016,강원,고성군,가진,38.3680473,128.4996952,-3335,63.64
POINT (128.4632173 38.4466012),2016,강원,고성군,거진1,38.4466012,128.4632173,1104,63.64
POINT (128.4552051 38.44429628),2016,강원,고성군,거진11,38.44429628,128.4552051,-18814,63.64
POINT (128.5100407 38.355459),2016,강원,고성군,공현진1,38.355459,128.5100407,-2628,63.64
POINT (128.5111788 38.35044169),2016,강원,고성군,공현진2,38.35044169,128.5111788,4513,63.64
POINT (128.546325 38.29085824),2016,강원,고성군,교암,38.29085824,128.546325,-646,63.64
POINT (128.4248684 38.5038112),2016,강원,고성군,대진1,38.5038112,128.4248684,1134,63.64
POINT (128.4297669 38.49644474),2016,강원,고성군,대진5,38.49644474,128.4297669,-1426,63.64
POINT (128.4131141 38.5184505),2016,강원,고성군,마차진,38.5184505,128.4131141,114992,63.64
POINT (128.3766965 38.5398032),2016,강원,고성군,명파,38.5398032,128.3766965,2341,63.64
POINT (128.5496006 38.2963639),2016,강원,고성군,문암2,38.2963639,128.5496006,-930,63.64
POINT (128.462264 38.42288836),2016,강원,고성군,반암,38.42288836,128.462264,-2552,63.64
POINT (128.5421096 38.3027743),2016,강원,고성군,백도,38.3027743,128.5421096,14347,63.64
POINT (128.523492 38.3287686),2016,강원,고성군,봉수대,38.3287686,128.523492,-16254,63.64
POINT (128.565967 38.2528608),2016,강원,고성군,봉포,38.2528608,128.565967,-13312,63.64
POINT (128.5126188 38.3134334),2016,강원,고성군,삼포,38.3134334,128.5126188,-42484,63.64
POINT (128.5126188 38.3134334),2016,강원,고성군,삼포2,38.3134334,128.5126188,-40113,63.64
POINT (128.5279269 38.33069161),2016,강원,고성군,송지호,38.33069161,128.5279269,-125181,63.64
POINT (128.5279269 38.33069161),2016,강원,고성군,송지호오토캠핑장,38.33069161,128.5279269,1470,63.64
POINT (128.5537125 38.27515),2016,강원,고성군,아야진,38.27515,128.5537125,-14009,63.64
POINT (128.5424323 38.3071759),2016,강원,고성군,자작도,38.3071759,128.5424323,1515,63.64
POINT (128.560682 38.25996492),2016,강원,고성군,천진,38.25996492,128.560682,-9923,63.64
POINT (128.5460466 38.2682047),2016,강원,고성군,청간,38.2682047,128.5460466,-1638,63.64
POINT (128.4292884 38.49287625),2016,강원,고성군,초도,38.49287625,128.4292884,3159,63.64
POINT (128.5586676 38.2460507),2016,강원,고성군,켄싱턴리조트,38.2460507,128.5586676,25575,63.64
POINT (128.4437716 38.4636658),2016,강원,고성군,화진포,38.4636658,128.4437716,-179357,63.64
POINT (128.6951533 34.97650849),2016,강원,동해시,노봉,34.97650849,128.6951533,-32227,63.64
POINT (128.4248684 38.5038112),2016,강원,동해시,대진,38.5038112,128.4248684,-109155,63.64
POINT (129.0896615 37.5922384),2016,강원,동해시,망상,37.5922384,129.0896615,-4575,63.64
POINT (129.0896615 37.5922384),2016,강원,동해시,망상리조트,37.5922384,129.0896615,-9790,63.64
POINT (129.1142623 37.5601309),2016,강원,동해시,어달,37.5601309,129.1142623,-89311,63.64
POINT (129.1601364 37.4793847),2016,강원,동해시,추암,37.4793847,129.1601364,107556,63.64
POINT (129.2671471 37.3255657),2016,강원,삼척시,궁촌,37.3255657,129.2671471,268,63.64
POINT (129.240461 37.3850419),2016,강원,삼척시,덕산,37.3850419,129.240461,553,63.64
POINT (129.2304151 37.3842057),2016,강원,삼척시,맹방,37.3842057,129.2304151,227,63.64
POINT (129.2930224 37.3023131),2016,강원,삼척시,문암,37.3023131,129.2930224,913,63.64
POINT (129.2434952 37.3587041),2016,강원,삼척시,부남,37.3587041,129.2434952,193,63.64
POINT (129.164595 37.4479795),2016,강원,삼척시,삼척,37.4479795,129.164595,97824,63.64
POINT (129.2078892 37.4050833),2016,강원,삼척시,상맹방,37.4050833,129.2078892,133,63.64
POINT (129.1910027 37.4261688),2016,강원,삼척시,오분,37.4261688,129.1910027,316,63.64
POINT (129.3055867 37.2893427),2016,강원,삼척시,용화,37.2893427,129.3055867,255,63.64
POINT (129.2712626 37.3004606),2016,강원,삼척시,원평,37.3004606,129.2712626,615,63.64
POINT (129.3139976 37.2395383),2016,강원,삼척시,임원,37.2395383,129.3139976,4442,63.64
POINT (129.1761481 37.4638711),2016,강원,삼척시,작은후진,37.4638711,129.1761481,190,63.64
POINT (129.3183794 37.2864479),2016,강원,삼척시,장호,37.2864479,129.3183794,96316,63.64
POINT (129.1827457 37.446606),2016,강원,삼척시,증산,37.446606,129.1827457,2960,63.64
POINT (129.2304151 37.3842057),2016,강원,삼척시,하맹방,37.3842057,129.2304151,319,63.64
POINT (129.2091128 37.4035527),2016,강원,삼척시,한재밑,37.4035527,129.2091128,434,63.64
POINT (128.5997638 38.2136429),2016,강원,속초시,등대,38.2136429,128.5997638,-26798,63.64
POINT (128.6019216 38.1905509),2016,강원,속초시,속초,38.1905509,128.6019216,-24843,63.64
POINT (128.6075641 38.1821303),2016,강원,속초시,외옹치,38.1821303,128.6075641,-63475,63.64
POINT (128.7858869 37.9451436),2016,강원,양양군,갯마을,37.9451436,128.7858869,-1938,63.64
POINT (128.7669653 37.9566959),2016,강원,양양군,광진,37.9566959,128.7669653,1819,63.64
POINT (128.7300437 38.0077853),2016,강원,양양군,기사문,38.0077853,128.7300437,-1882,63.64
POINT (128.6340071 38.1167945),2016,강원,양양군,낙산,38.1167945,128.6340071,-213874,63.64
POINT (128.7881347 37.9398811),2016,강원,양양군,남애 1,37.9398811,128.7881347,1312,63.64
POINT (128.7817971 37.9450753),2016,강원,양양군,남애 3,37.9450753,128.7817971,2765,63.64
POINT (128.7565491 37.9818945),2016,강원,양양군,동산,37.9818945,128.7565491,1944,63.64
POINT (128.7599112 37.9790852),2016,강원,양양군,동산포,37.9790852,128.7599112,1655,63.64
POINT (128.6831831 38.05857569),2016,강원,양양군,동호,38.05857569,128.6831831,11477,63.64
POINT (128.6099938 38.1556571),2016,강원,양양군,물치,38.1556571,128.6099938,-3406,63.64
POINT (128.7408492 37.984168),2016,강원,양양군,북분,37.984168,128.7408492,-638,63.64
POINT (128.6282834 38.1247862),2016,강원,양양군,설악,38.1247862,128.6282834,-1803,63.64
POINT (128.6603825 38.0861088),2016,강원,양양군,오산(송전),38.0861088,128.6603825,-1555,63.64
POINT (128.7921407 37.9302649),2016,강원,양양군,원포,37.9302649,128.7921407,527,63.64
POINT (128.7618788 37.9702347),2016,강원,양양군,인구,37.9702347,128.7618788,47,63.64
POINT (128.7429198 37.9924969),2016,강원,양양군,잔교,37.9924969,128.7429198,-2806,63.64
POINT (128.618311 38.1345664),2016,강원,양양군,정암,38.1345664,128.618311,-427,63.64
POINT (128.7592296 37.9718042),2016,강원,양양군,죽도,37.9718042,128.7592296,992,63.64
POINT (128.7172648 38.0275279),2016,강원,양양군,중광정,38.0275279,128.7172648,-91,63.64
POINT (128.8032747 37.9204263),2016,강원,양양군,지경,37.9204263,128.8032747,-620,63.64
POINT (128.7164669 38.0141238),2016,강원,양양군,하조대,38.0141238,128.7164669,-2868,63.64
POINT (129.2241075 35.2621774),2016,부산,기장군,일광,35.2621774,129.2241075,41300,90.0
POINT (129.2557805 35.3199181),2016,부산,기장군,임랑,35.3199181,129.2557805,174070,90.0
POINT (128.9945474 35.0756779),2016,부산,사하구,다대포,35.0756779,128.9945474,1337700,90.0
POINT (129.0169452 35.07593117),2016,부산,서구,송도,35.07593117,129.0169452,1950000,90.0
POINT (129.1185399 35.1537821),2016,부산,수영구,광안리,35.1537821,129.1185399,-1161990,90.0
POINT (129.1958718 35.1764467),2016,부산,해운대구,송정,35.1764467,129.1958718,-412998,90.0
POINT (129.1638525 35.1631596),2016,부산,해운대구,해운대,35.1631596,129.1638525,-1587500,90.0
POINT (129.4337788 35.5030329),2016,울산,동구,일산,35.5030329,129.4337788,177650,80.0
POINT (129.345216 35.3825185),2016,울산,울주군,진하,35.3825185,129.345216,-228759,80.0
POINT (128.918478 37.794867),2017,강원,강릉시,강문,37.794867,128.918478,-762,27.27
POINT (128.9102206 37.80345579),2017,강원,강릉시,경포,37.80345579,128.9102206,49380,27.27
POINT (129.0434453 37.6395086),2017,강원,강릉시,금진,37.6395086,129.0434453,43,27.27
POINT (128.9529874 37.7655509),2017,강원,강릉시,남항진,37.7655509,128.9529874,-8230,27.27
POINT (129.0626627 37.605498),2017,강원,강릉시,도직,37.605498,129.0626627,-295,27.27
POINT (129.0243271 37.6892008),2017,강원,강릉시,등명,37.6892008,129.0243271,-7524,27.27
POINT (128.8988879 37.8126601),2017,강원,강릉시,사근진,37.8126601,128.8988879,-2245,27.27
POINT (128.8664103 37.82181),2017,강원,강릉시,사천,37.82181,128.8664103,-6238,27.27
POINT (128.8684982 37.8435195),2017,강원,강릉시,사천진,37.8435195,128.8684982,-1721,27.27
POINT (128.9377878 37.780263),2017,강원,강릉시,송정,37.780263,128.9377878,315,27.27
POINT (128.8937062 37.8164765),2017,강원,강릉시,순긋,37.8164765,128.8937062,-1900,27.27
POINT (128.9481146 37.77218875),2017,강원,강릉시,안목,37.77218875,128.9481146,11580,27.27
POINT (128.9735947 37.7252279),2017,강원,강릉시,안인,37.7252279,128.9735947,-423,27.27
POINT (128.8530771 37.8580844),2017,강원,강릉시,연곡,37.8580844,128.8530771,17008,27.27
POINT (128.9833 37.7418432),2017,강원,강릉시,염전,37.7418432,128.9833,-532,27.27
POINT (128.8449746 37.8689423),2017,강원,강릉시,영진,37.8689423,128.8449746,-4185,27.27
POINT (129.0476729 37.6274136),2017,강원,강릉시,옥계,37.6274136,129.0476729,-1705,27.27
POINT (129.032672 37.691459),2017,강원,강릉시,정동진,37.691459,129.032672,-1742,27.27
POINT (128.8173053 37.9098331),2017,강원,강릉시,주문진,37.9098331,128.8173053,-103180,27.27
POINT (128.8718901 37.8441613),2017,강원,강릉시,하평,37.8441613,128.8718901,-9678,27.27
POINT (128.4996952 38.3680473),2017,강원,고성군,가진,38.3680473,128.4996952,-1003,27.27
POINT (128.4632173 38.4466012),2017,강원,고성군,거진1,38.4466012,128.4632173,530,27.27
POINT (128.4552051 38.44429628),2017,강원,고성군,거진11,38.44429628,128.4552051,-764,27.27
POINT (128.5100407 38.355459),2017,강원,고성군,공현진1,38.355459,128.5100407,-5336,27.27
POINT (128.5111788 38.35044169),2017,강원,고성군,공현진2,38.35044169,128.5111788,-4841,27.27
POINT (128.546325 38.29085824),2017,강원,고성군,교암,38.29085824,128.546325,2671,27.27
POINT (128.4248684 38.5038112),2017,강원,고성군,대진1,38.5038112,128.4248684,-1810,27.27
POINT (128.4297669 38.49644474),2017,강원,고성군,대진5,38.49644474,128.4297669,-1925,27.27
POINT (128.4131141 38.5184505),2017,강원,고성군,마차진,38.5184505,128.4131141,-18744,27.27
POINT (128.3766965 38.5398032),2017,강원,고성군,명파,38.5398032,128.3766965,-9548,27.27
POINT (128.5496006 38.2963639),2017,강원,고성군,문암2,38.2963639,128.5496006,-349,27.27
POINT (128.462264 38.42288836),2017,강원,고성군,반암,38.42288836,128.462264,-3794,27.27
POINT (128.5421096 38.3027743),2017,강원,고성군,백도,38.3027743,128.5421096,8908,27.27
POINT (128.523492 38.3287686),2017,강원,고성군,봉수대,38.3287686,128.523492,11408,27.27
POINT (128.565967 38.2528608),2017,강원,고성군,봉포,38.2528608,128.565967,2991,27.27
POINT (128.5126188 38.3134334),2017,강원,고성군,삼포,38.3134334,128.5126188,-4383,27.27
POINT (128.5126188 38.3134334),2017,강원,고성군,삼포2,38.3134334,128.5126188,2204,27.27
POINT (128.5279269 38.33069161),2017,강원,고성군,송지호,38.33069161,128.5279269,-18058,27.27
POINT (128.5279269 38.33069161),2017,강원,고성군,송지호오토캠핑장,38.33069161,128.5279269,-1662,27.27
POINT (128.5537125 38.27515),2017,강원,고성군,아야진,38.27515,128.5537125,6830,27.27
POINT (128.5424323 38.3071759),2017,강원,고성군,자작도,38.3071759,128.5424323,-570,27.27
POINT (128.560682 38.25996492),2017,강원,고성군,천진,38.25996492,128.560682,6397,27.27
POINT (128.5460466 38.2682047),2017,강원,고성군,청간,38.2682047,128.5460466,5411,27.27
POINT (128.4292884 38.49287625),2017,강원,고성군,초도,38.49287625,128.4292884,-9951,27.27
POINT (128.5586676 38.2460507),2017,강원,고성군,켄싱턴리조트,38.2460507,128.5586676,-22337,27.27
POINT (128.4437716 38.4636658),2017,강원,고성군,화진포,38.4636658,128.4437716,-99506,27.27
POINT (128.6951533 34.97650849),2017,강원,동해시,노봉,34.97650849,128.6951533,-1149,27.27
POINT (128.4248684 38.5038112),2017,강원,동해시,대진,38.5038112,128.4248684,12585,27.27
POINT (129.0896615 37.5922384),2017,강원,동해시,망상,37.5922384,129.0896615,-927155,27.27
POINT (129.0896615 37.5922384),2017,강원,동해시,망상리조트,37.5922384,129.0896615,-102558,27.27
POINT (129.1142623 37.5601309),2017,강원,동해시,어달,37.5601309,129.1142623,5710,27.27
POINT (129.1601364 37.4793847),2017,강원,동해시,추암,37.4793847,129.1601364,607923,27.27
POINT (129.2671471 37.3255657),2017,강원,삼척시,궁촌,37.3255657,129.2671471,-8345,27.27
POINT (129.240461 37.3850419),2017,강원,삼척시,덕산,37.3850419,129.240461,-30527,27.27
POINT (129.2304151 37.3842057),2017,강원,삼척시,맹방,37.3842057,129.2304151,-218424,27.27
POINT (129.2930224 37.3023131),2017,강원,삼척시,문암,37.3023131,129.2930224,-10693,27.27
POINT (129.2434952 37.3587041),2017,강원,삼척시,부남,37.3587041,129.2434952,-13349,27.27
POINT (129.164595 37.4479795),2017,강원,삼척시,삼척,37.4479795,129.164595,-1086,27.27
POINT (129.2078892 37.4050833),2017,강원,삼척시,상맹방,37.4050833,129.2078892,8751,27.27
POINT (129.1910027 37.4261688),2017,강원,삼척시,오분,37.4261688,129.1910027,29293,27.27
POINT (129.3055867 37.2893427),2017,강원,삼척시,용화,37.2893427,129.3055867,59174,27.27
POINT (129.2712626 37.3004606),2017,강원,삼척시,원평,37.3004606,129.2712626,-17017,27.27
POINT (129.3139976 37.2395383),2017,강원,삼척시,임원,37.2395383,129.3139976,-584,27.27
POINT (129.1761481 37.4638711),2017,강원,삼척시,작은후진,37.4638711,129.1761481,-28658,27.27
POINT (129.3183794 37.2864479),2017,강원,삼척시,장호,37.2864479,129.3183794,-117003,27.27
POINT (129.1827457 37.446606),2017,강원,삼척시,증산,37.446606,129.1827457,-43129,27.27
POINT (129.2304151 37.3842057),2017,강원,삼척시,하맹방,37.3842057,129.2304151,160157,27.27
POINT (129.2091128 37.4035527),2017,강원,삼척시,한재밑,37.4035527,129.2091128,-17835,27.27
POINT (128.5997638 38.2136429),2017,강원,속초시,등대,38.2136429,128.5997638,-2024,27.27
POINT (128.6019216 38.1905509),2017,강원,속초시,속초,38.1905509,128.6019216,-527565,27.27
POINT (128.7858869 37.9451436),2017,강원,양양군,갯마을,37.9451436,128.7858869,-4970,27.27
POINT (128.7669653 37.9566959),2017,강원,양양군,광진,37.9566959,128.7669653,-4258,27.27
POINT (128.7300437 38.0077853),2017,강원,양양군,기사문,38.0077853,128.7300437,2609,27.27
POINT (128.6340071 38.1167945),2017,강원,양양군,낙산,38.1167945,128.6340071,-357696,27.27
POINT (128.7881347 37.9398811),2017,강원,양양군,남애 1,37.9398811,128.7881347,-4193,27.27
POINT (128.7817971 37.9450753),2017,강원,양양군,남애 3,37.9450753,128.7817971,-12415,27.27
POINT (128.7565491 37.9818945),2017,강원,양양군,동산,37.9818945,128.7565491,-6990,27.27
POINT (128.7599112 37.9790852),2017,강원,양양군,동산포,37.9790852,128.7599112,-4769,27.27
POINT (128.6831831 38.05857569),2017,강원,양양군,동호,38.05857569,128.6831831,-47433,27.27
POINT (128.6099938 38.1556571),2017,강원,양양군,물치,38.1556571,128.6099938,-11759,27.27
POINT (128.7408492 37.984168),2017,강원,양양군,북분,37.984168,128.7408492,-1019,27.27
POINT (128.6282834 38.1247862),2017,강원,양양군,설악,38.1247862,128.6282834,13707,27.27
POINT (128.6603825 38.0861088),2017,강원,양양군,오산(송전),38.0861088,128.6603825,2618,27.27
POINT (128.7921407 37.9302649),2017,강원,양양군,원포,37.9302649,128.7921407,-143,27.27
POINT (128.7618788 37.9702347),2017,강원,양양군,인구,37.9702347,128.7618788,-5284,27.27
POINT (128.7429198 37.9924969),2017,강원,양양군,잔교,37.9924969,128.7429198,-2020,27.27
POINT (128.618311 38.1345664),2017,강원,양양군,정암,38.1345664,128.618311,-1460,27.27
POINT (128.7592296 37.9718042),2017,강원,양양군,죽도,37.9718042,128.7592296,-11492,27.27
